old_id,innovation_old_id,key,value
119184,36641,complement_2018-04-15,N/A
119486,36493,complement_2018-04-15,"too early to review"
119497,36575,complement_2018-04-15,"too early to comment"
119499,79306,complement_2018-04-15,"too early to comment"
119801,36446,complement_2018-04-15,N/A
119950,68317,complement_2018-04-15,"the Ultra Rare Series products were stripped out from the overall total.   In the ultra rare series financials, it comprised of specialty skus from Pike Creek 21YO, Lot 40 12 YO cask strength, G&W Little Trinity and Wiser’s 35 YO"
119956,69443,complement_2018-04-15,N/A
120731,36534,complement_2018-04-15,NA
120913,120878,complement_2018-04-15,"350 000 visitors with 90% paid consumers"
121262,36487,complement_2018-04-15,NA
121606,121522,complement_2018-04-15,ecec
