old_id,innovation_old_id,user_old_id,role,right
107792,79314,467,financial_leader,write
107793,101486,467,financial_leader,write
107794,36569,467,financial_leader,write
107795,101197,467,financial_leader,write
107796,36571,467,financial_leader,write
107797,36577,467,financial_leader,write
107798,79696,467,financial_leader,write
107799,80061,467,financial_leader,write
107800,36580,467,financial_leader,write
107801,36404,559,contact,write
107802,36574,470,contact,write
107803,36471,470,maker,read
107804,36493,470,maker,read
107805,36572,470,contact,write
107806,36391,470,maker,read
107807,36573,470,maker,read
107808,36492,470,maker,read
107809,36576,470,contact,write
107810,79306,470,maker,read
107811,36578,470,maker,read
107812,94087,470,maker,read
107813,36390,470,maker,read
107814,36575,470,maker,read
107815,36468,470,,read
107816,36397,470,,read
107817,36394,470,,read
107818,36561,470,,read
107819,36525,470,,read
107820,101156,470,,read
107821,36436,470,,read
107822,36444,470,,read
107823,101276,470,,read
107824,36455,470,,read
107825,36570,470,,read
107826,36443,470,,read
107827,36456,470,,read
107828,79314,470,,read
107829,101486,470,,read
107830,36569,470,,read
107831,101197,470,,read
107832,36571,470,,read
107833,36577,470,maker,read
107834,79696,470,,read
107835,80061,470,,read
107836,36580,470,,read
107837,36552,957,,read
107838,36458,957,maker,read
107839,36459,957,maker,read
107840,36462,957,maker,read
107841,36555,957,,read
107842,36553,957,,read
107843,36554,957,,read
107844,36562,957,,read
107845,36523,957,,read
107846,36656,957,,read
107847,36536,957,,read
107848,36532,957,,read
107849,36519,957,,read
107850,36531,957,,read
107851,68390,957,,read
107852,36537,957,,read
107853,36378,957,,read
107854,36377,957,,read
107855,36563,957,,read
107856,66218,957,,read
107857,67334,957,,read
107858,36454,957,,read
107859,36385,957,,read
107860,36535,957,,read
107861,67379,957,,read
107862,36534,957,,read
107863,36375,957,,read
107864,36564,957,maker,read
107865,36567,957,contact,write
107866,36461,957,maker,read
107867,36457,957,maker,read
107868,80169,957,,read
107869,36566,957,maker,read
107870,36568,957,,read
107871,72346,957,,read
107872,36654,307,,read
107873,79352,307,,read
107874,69929,307,,read
107875,36440,307,,read
107876,94633,307,,read
107877,94683,307,,read
107878,36491,307,,read
107879,94658,307,,read
107880,36489,307,,read
107881,94587,307,,read
107882,94609,307,,read
107883,36600,307,,read
107884,94704,307,,read
107885,36430,307,,read
107886,36488,307,,read
107887,36441,307,,read
107888,36487,307,,read
107889,36603,307,,read
107890,36486,307,,read
107891,36490,307,,read
107892,79322,307,,read
107893,36392,307,,read
107894,36437,307,,read
107895,36438,307,,read
107896,36439,307,,read
107897,36387,307,,read
107898,36388,307,,read
107899,36389,307,contact,write
107900,62932,307,contact,write
107901,67506,307,maker,read
107902,68325,307,maker,read
107903,36648,307,maker,read
107904,62666,307,maker,read
107905,36615,307,maker,read
107906,59899,307,maker,read
107907,36435,307,,read
107908,36395,307,,read
107909,36393,307,maker,read
107910,67672,307,,read
107911,59469,307,,read
107912,36386,307,,read
107913,36433,307,,read
107914,36465,307,,read
107915,36432,307,,read
107916,36467,307,,read
107917,36466,307,,read
107918,36574,517,,read
107919,36471,517,,read
107920,36493,517,,read
107921,36572,517,,read
107922,36391,517,,read
107923,36573,517,,read
107924,36492,517,,read
107925,36576,517,,read
107926,79306,517,,read
107927,36578,517,,read
107928,94087,517,,read
107929,36390,517,,read
107930,36575,517,,read
107931,36468,517,contact,write
107932,36397,517,,read
107933,36394,517,,read
107934,36561,517,,read
107935,36525,517,maker,read
107936,101156,517,,read
107937,36436,517,,read
107938,36444,517,,read
107939,101276,517,,read
107940,36455,517,,read
107941,36570,517,,read
107942,36443,517,,read
107943,36456,517,,read
107944,79314,517,,read
107945,101486,517,,read
107946,36569,517,,read
107947,101197,517,,read
107948,36571,517,,read
107949,36577,517,,read
107950,79696,517,contact,write
107951,80061,517,,read
107952,36580,517,maker,read
107953,36654,311,,read
107954,79352,311,,read
107955,69929,311,,read
107956,36440,311,,read
107957,94633,311,,read
107958,94683,311,,read
107959,36491,311,,read
107960,94658,311,,read
107961,36489,311,,read
107962,94587,311,,read
107963,94609,311,,read
107964,36600,311,,read
107965,94704,311,,read
107966,36430,311,,read
107967,36488,311,,read
107968,36441,311,,read
107969,36487,311,,read
107970,36603,311,,read
107971,36486,311,,read
107972,36490,311,,read
107973,79322,311,,read
107974,36392,311,,read
107975,36437,311,,read
107976,36438,311,,read
107977,36439,311,,read
107978,36387,311,,read
107979,36388,311,,read
107980,36389,311,,read
107981,62932,311,team_leader,write
107982,67506,311,contact,write
107983,68325,311,,write
107984,36648,311,contact,write
107985,62666,311,team_leader,write
107986,36615,311,contact,write
107987,59899,311,team_leader,write
107988,36435,311,,read
107989,36395,311,,read
107990,36393,311,,read
107991,67672,311,,read
107992,59469,311,,read
107993,36386,311,,read
107994,36433,311,,read
107995,36465,311,,read
107996,36432,311,,read
107997,36467,311,,read
107998,36466,311,,read
107999,36445,966,team_leader,write
108000,79451,966,,read
108001,36485,966,team_leader,write
108002,36623,1217,,read
108003,36584,1217,,read
108004,36541,1217,maker,read
108005,36565,1217,maker,read
108006,36654,314,,read
108007,79352,314,,read
108008,69929,314,,read
108009,36440,314,,read
108010,94633,314,,read
108011,94683,314,,read
108012,36491,314,,read
108013,94658,314,,read
108014,36489,314,,read
108015,94587,314,,read
108016,94609,314,,read
108017,36600,314,,read
108018,94704,314,,read
108019,36430,314,,read
108020,36488,314,,read
108021,36441,314,,read
108022,36487,314,,read
108023,36603,314,,read
108024,36486,314,,read
108025,36490,314,,read
108026,79322,314,,read
108027,36392,314,contact,write
108028,36437,314,,read
108029,36438,314,,read
108030,36439,314,,read
108031,36387,314,contact,write
108032,36388,314,contact,write
108033,36389,314,maker,read
108034,62932,314,,read
108035,67506,314,,read
108036,68325,314,,read
108037,36648,314,,read
108038,62666,314,,read
108039,36615,314,,read
108040,59899,314,,read
108041,36435,314,,read
108042,36395,314,,read
108043,36393,314,contact,write
108044,67672,314,,read
108045,59469,314,,read
108046,36386,314,,read
108047,36433,314,,read
108048,36465,314,,read
108049,36432,314,,read
108050,36467,314,,read
108051,36466,314,,read
108052,37656,531,entity_leader,write
108053,36574,315,team_leader,write
108054,36471,315,team_leader,write
108055,36493,315,team_leader,write
108056,36572,315,team_leader,write
108057,36391,315,team_leader,write
108058,36573,315,team_leader,write
108059,36492,315,team_leader,write
108060,36576,315,team_leader,write
108061,79306,315,team_leader,write
108062,36578,315,team_leader,write
108063,94087,315,team_leader,write
108064,36390,315,team_leader,write
108065,36575,315,team_leader,write
108066,36468,315,,read
108067,36397,315,,read
108068,36394,315,,read
108069,36561,315,,read
108070,36525,315,,read
108071,101156,315,,read
108072,36436,315,,read
108073,36444,315,,read
108074,101276,315,,read
108075,36455,315,,read
108076,36570,315,,read
108077,36443,315,,read
108078,36456,315,,read
108079,79314,315,,read
108080,101486,315,,read
108081,36569,315,,read
108082,101197,315,,read
108083,36571,315,,read
108084,36577,315,team_leader,write
108085,79696,315,,read
108086,80061,315,,read
108087,36580,315,,read
108088,36458,316,contact,write
108089,65530,746,,read
108090,36442,746,,read
108091,36399,746,,read
108092,36660,746,,read
108093,36651,746,contact,write
108094,36400,746,,read
108095,75968,746,,read
108096,36652,746,,read
108097,36445,532,contact,write
108098,79451,532,,read
108099,36485,532,team_leader,write
108100,36376,1222,maker,read
108101,57006,1222,maker,read
108102,36431,1222,maker,read
108103,36574,965,financial_leader,write
108104,36471,965,financial_leader,write
108105,36493,965,financial_leader,write
108106,36572,965,financial_leader,write
108107,36391,965,financial_leader,write
108108,36573,965,financial_leader,write
108109,36505,965,financial_leader,write
108110,36492,965,financial_leader,write
108111,36576,965,financial_leader,write
108112,79306,965,financial_leader,write
108113,36578,965,financial_leader,write
108114,94087,965,financial_leader,write
108115,36390,965,financial_leader,write
108116,36575,965,financial_leader,write
108117,36468,965,financial_leader,write
108118,36397,965,financial_leader,write
108119,36394,965,financial_leader,write
108120,36561,965,financial_leader,write
108121,36525,965,financial_leader,write
108122,101156,965,financial_leader,write
108123,36436,965,financial_leader,write
108124,36444,965,financial_leader,write
108125,101276,965,financial_leader,write
108126,36455,965,financial_leader,write
108127,36570,965,financial_leader,write
108128,36443,965,financial_leader,write
108129,36456,965,financial_leader,write
108130,79314,965,financial_leader,write
108131,101486,965,financial_leader,write
108132,36569,965,financial_leader,write
108133,101197,965,financial_leader,write
108134,36571,965,financial_leader,write
108135,36577,965,financial_leader,write
108136,79696,965,financial_leader,write
108137,80061,965,financial_leader,write
108138,36580,965,financial_leader,write
108139,36445,318,maker,read
108140,79451,318,,read
108141,36485,318,contact,write
108142,36552,960,,read
108143,36458,960,,read
108144,36459,960,,read
108145,36462,960,,read
108146,36555,960,,read
108147,36553,960,,read
108148,36554,960,team_leader,write
108149,36562,960,team_leader,write
108150,36523,960,team_leader,write
108151,36656,960,team_leader,write
108152,36536,960,team_leader,write
108153,36532,960,team_leader,write
108154,36519,960,team_leader,write
108155,36531,960,team_leader,write
108156,68390,960,team_leader,write
108157,36537,960,team_leader,write
108158,36378,960,team_leader,write
108159,36377,960,team_leader,write
108160,36563,960,team_leader,write
108161,66218,960,team_leader,write
108162,67334,960,,read
108163,36454,960,,read
108164,36385,960,,read
108165,36535,960,,read
108166,67379,960,,read
108167,36534,960,,read
108168,36375,960,,read
108169,36564,960,,read
108170,36567,960,,read
108171,36461,960,,read
108172,36457,960,,read
108173,80169,960,,read
108174,36566,960,,read
108175,36568,960,,read
108176,72346,960,,read
108177,36504,947,contact,write
108178,81330,947,contact,write
108179,36574,962,team_leader,write
108180,36471,962,team_leader,write
108181,36493,962,team_leader,write
108182,36572,962,team_leader,write
108183,36391,962,team_leader,write
108184,36573,962,team_leader,write
108185,36492,962,team_leader,write
108186,36576,962,team_leader,write
108187,79306,962,team_leader,write
108188,36578,962,team_leader,write
108189,94087,962,team_leader,write
108190,36390,962,team_leader,write
108191,36575,962,team_leader,write
108192,36468,962,,read
108193,36397,962,,read
108194,36394,962,,read
108195,36561,962,,read
108196,36525,962,,read
108197,101156,962,,read
108198,36436,962,,read
108199,36444,962,,read
108200,101276,962,,read
108201,36455,962,,read
108202,36570,962,,read
108203,36443,962,,read
108204,36456,962,,read
108205,79314,962,,read
108206,101486,962,,read
108207,36569,962,,read
108208,101197,962,,read
108209,36571,962,,read
108210,36577,962,team_leader,write
108211,79696,962,,read
108212,80061,962,,read
108213,36580,962,,read
108214,36552,785,,read
108215,36458,785,,read
108216,36459,785,,read
108217,36462,785,,read
108218,36555,785,,read
108219,36553,785,,read
108220,36554,785,maker,read
108221,36562,785,maker,read
108222,36523,785,maker,read
108223,36656,785,maker,read
108224,36536,785,maker,read
108225,36532,785,maker,read
108226,36519,785,maker,read
108227,36531,785,maker,read
108228,68390,785,maker,read
108229,36537,785,contact,write
108230,36378,785,maker,read
108231,36377,785,maker,read
108232,36563,785,maker,read
108233,66218,785,maker,read
108234,67334,785,,read
108235,36454,785,,read
108236,36385,785,,read
108237,36535,785,,read
108238,67379,785,,read
108239,36534,785,,read
108240,36375,785,,read
108241,36564,785,,read
108242,36567,785,,read
108243,36461,785,,read
108244,36457,785,,read
108245,80169,785,,read
108246,36566,785,,read
108247,36568,785,,read
108248,72346,785,,read
108249,36574,1333,,read
108250,36471,1333,,read
108251,36493,1333,,read
108252,36572,1333,,read
108253,36391,1333,,read
108254,36573,1333,,read
108255,36492,1333,,read
108256,36576,1333,,read
108257,79306,1333,,read
108258,36578,1333,,read
108259,94087,1333,,read
108260,36390,1333,,read
108261,36575,1333,,read
108262,36468,1333,,read
108263,36397,1333,,read
108264,36394,1333,,read
108265,36561,1333,,read
108266,36525,1333,,read
108267,101156,1333,,read
108268,36436,1333,maker,read
108269,36444,1333,maker,read
108270,101276,1333,contact,write
108271,36455,1333,maker,read
108272,36570,1333,maker,read
108273,36443,1333,maker,read
108274,36456,1333,maker,read
108275,79314,1333,maker,read
108276,101486,1333,,read
108277,36569,1333,maker,read
108278,101197,1333,,read
108279,36571,1333,maker,read
108280,36577,1333,,read
108281,79696,1333,,read
108282,80061,1333,maker,read
108283,36580,1333,,read
108284,36520,879,,read
108285,57827,879,,read
108286,36655,879,maker,read
108287,36622,879,maker,read
108288,36619,879,maker,read
108289,84783,879,maker,read
108290,36606,879,maker,read
108291,36511,879,maker,read
108292,36607,879,contact,write
108293,36618,879,maker,read
108294,36640,879,maker,read
108295,36605,879,contact,write
108296,36620,879,maker,read
108297,36507,879,contact,write
108298,36614,879,,read
108299,36396,879,,read
108300,36506,879,,read
108301,58101,879,,read
108302,36474,879,,read
108303,36481,879,,read
108304,94787,879,contact,write
108305,36480,879,,read
108306,36483,879,,read
108307,36608,879,contact,write
108308,36613,879,maker,read
108309,36604,879,contact,write
108310,84890,879,contact,write
108311,84865,879,contact,write
108312,36611,879,maker,read
108313,36610,879,contact,write
108314,36609,879,maker,read
108315,100797,879,contact,write
108316,80974,879,,read
108317,36512,879,,read
108318,36514,879,,read
108319,36601,879,,read
108320,36521,879,,read
108321,36509,879,,read
108322,36654,1016,,read
108323,79352,1016,,read
108324,69929,1016,,read
108325,36440,1016,,read
108326,94633,1016,team_leader,write
108327,94683,1016,team_leader,write
108328,36491,1016,team_leader,write
108329,94658,1016,team_leader,write
108330,36489,1016,team_leader,write
108331,94587,1016,team_leader,write
108332,94609,1016,team_leader,write
108333,36600,1016,team_leader,write
108334,94704,1016,team_leader,write
108335,36430,1016,,read
108336,36488,1016,,read
108337,36441,1016,,read
108338,36487,1016,,read
108339,36603,1016,,read
108340,36486,1016,,read
108341,36490,1016,,read
108342,79322,1016,,read
108343,36392,1016,,read
108344,36437,1016,,read
108345,36438,1016,,read
108346,36439,1016,,read
108347,36387,1016,,read
108348,36388,1016,,read
108349,36389,1016,,read
108350,62932,1016,,read
108351,67506,1016,,read
108352,68325,1016,,read
108353,36648,1016,,read
108354,62666,1016,,read
108355,36615,1016,,read
108356,59899,1016,,read
108357,36435,1016,,read
108358,36395,1016,,read
108359,36393,1016,,read
108360,67672,1016,,read
108361,59469,1016,,read
108362,36386,1016,,read
108363,36433,1016,,read
108364,36465,1016,,read
108365,36432,1016,,read
108366,36467,1016,,read
108367,36466,1016,,read
108368,36654,961,,read
108369,79352,961,,read
108370,69929,961,,read
108371,36440,961,,read
108372,94633,961,,read
108373,94683,961,,read
108374,36491,961,,read
108375,94658,961,,read
108376,36489,961,,read
108377,94587,961,,read
108378,94609,961,,read
108379,36600,961,,read
108380,94704,961,,read
108381,36430,961,,read
108382,36488,961,,read
108383,36441,961,,read
108384,36487,961,,read
108385,36603,961,,read
108386,36486,961,,read
108387,36490,961,,read
108388,79322,961,,read
108389,36392,961,,read
108390,36437,961,,read
108391,36438,961,,read
108392,36439,961,,read
108393,36387,961,,read
108394,36388,961,,read
108395,36389,961,,read
108396,62932,961,team_leader,write
108397,67506,961,team_leader,write
108398,68325,961,team_leader,write
108399,36648,961,team_leader,write
108400,62666,961,team_leader,write
108401,36615,961,team_leader,write
108402,59899,961,team_leader,write
108403,36435,961,,read
108404,36395,961,,read
108405,36393,961,,read
108406,67672,961,,read
108407,59469,961,,read
108408,36386,961,,read
108409,36433,961,,read
108410,36465,961,,read
108411,36432,961,,read
108412,36467,961,,read
108413,36466,961,,read
108414,65530,1045,,read
108415,36442,1045,,read
108416,36399,1045,maker,read
108417,36660,1045,maker,read
108418,36651,1045,,read
108419,36400,1045,,read
108420,75968,1045,maker,read
108421,36652,1045,,read
108422,36406,322,contact,write
108423,36405,322,contact,write
108424,65530,903,financial_leader,write
108425,36442,903,financial_leader,write
108426,36399,903,financial_leader,write
108427,36660,903,financial_leader,write
108428,36651,903,financial_leader,write
108429,36400,903,financial_leader,write
108430,75968,903,financial_leader,write
108431,36652,903,financial_leader,write
108432,36592,324,contact,write
108433,36549,1037,,read
108434,93239,1037,entity_leader,write
108435,36545,1037,,read
108436,69443,1037,,read
108437,36548,1037,,read
108438,36544,1037,,read
108439,69500,1037,,read
108440,69386,1037,,read
108441,62146,1037,,read
108442,36632,1037,,read
108443,36631,1037,,read
108444,62127,1037,,read
108445,68070,1037,,read
108446,36634,1037,,read
108447,36633,1037,,read
108448,36550,1037,,read
108449,60290,1037,entity_leader,write
108450,36659,1037,,read
108451,36546,1037,,read
108452,36602,1037,,read
108453,36624,1037,,read
108454,36625,1037,,read
108455,36629,1037,,read
108456,93449,1037,entity_leader,write
108457,68317,1037,,read
108458,92002,1037,team_leader,write
108459,36552,767,,read
108460,36458,767,,read
108461,36459,767,,read
108462,36462,767,,read
108463,36555,767,,read
108464,36553,767,,read
108465,36554,767,maker,read
108466,36562,767,maker,read
108467,36523,767,contact,write
108468,36656,767,maker,read
108469,36536,767,maker,read
108470,36532,767,maker,read
108471,36519,767,maker,read
108472,36531,767,maker,read
108473,68390,767,maker,read
108474,36537,767,maker,read
108475,36378,767,maker,read
108476,36377,767,maker,read
108477,36563,767,maker,read
108478,66218,767,maker,read
108479,67334,767,,read
108480,36454,767,,read
108481,36385,767,,read
108482,36535,767,,read
108483,67379,767,,read
108484,36534,767,,read
108485,36375,767,,read
108486,36564,767,,read
108487,36567,767,,read
108488,36461,767,,read
108489,36457,767,,read
108490,80169,767,,read
108491,36566,767,,read
108492,36568,767,,read
108493,72346,767,,read
108494,36653,325,contact,write
108495,71453,325,contact,write
108496,36642,325,contact,write
108497,36549,781,financial_leader,write
108498,36545,781,financial_leader,write
108499,69443,781,financial_leader,write
108500,36548,781,financial_leader,write
108501,36544,781,financial_leader,write
108502,69500,781,financial_leader,write
108503,69386,781,financial_leader,write
108504,62146,781,financial_leader,write
108505,36632,781,financial_leader,write
108506,36631,781,financial_leader,write
108507,62127,781,financial_leader,write
108508,68070,781,financial_leader,write
108509,36634,781,financial_leader,write
108510,36633,781,financial_leader,write
108511,36550,781,financial_leader,write
108512,36659,781,financial_leader,write
108513,36546,781,financial_leader,write
108514,36602,781,financial_leader,write
108515,36624,781,financial_leader,write
108516,36625,781,financial_leader,write
108517,36629,781,financial_leader,write
108518,68317,781,financial_leader,write
108519,92002,781,financial_leader,write
108520,36638,561,entity_leader,write
108521,36639,561,entity_leader,write
108522,36503,561,entity_leader,write
108523,36654,329,,read
108524,79352,329,,read
108525,69929,329,,read
108526,36440,329,,read
108527,94633,329,team_leader,write
108528,94683,329,team_leader,write
108529,36491,329,team_leader,write
108530,94658,329,team_leader,write
108531,36489,329,team_leader,write
108532,94587,329,team_leader,write
108533,94609,329,team_leader,write
108534,36600,329,team_leader,write
108535,94704,329,team_leader,write
108536,36430,329,,read
108537,36488,329,,read
108538,36441,329,,read
108539,36487,329,,read
108540,36603,329,,read
108541,36486,329,,read
108542,36490,329,,read
108543,79322,329,,read
108544,36392,329,team_leader,write
108545,36437,329,,read
108546,36438,329,,read
108547,36439,329,,read
108548,36387,329,team_leader,write
108549,36388,329,team_leader,write
108550,36389,329,team_leader,write
108551,62932,329,,read
108552,67506,329,,read
108553,68325,329,,read
108554,36648,329,,read
108555,62666,329,,read
108556,36615,329,,read
108557,59899,329,,read
108558,36435,329,,read
108559,36395,329,,read
108560,36393,329,team_leader,write
108561,67672,329,,read
108562,59469,329,,read
108563,36386,329,,read
108564,36433,329,,read
108565,36465,329,,read
108566,36432,329,,read
108567,36467,329,,read
108568,36466,329,,read
108569,94223,1218,maker,read
108570,36574,1225,maker,read
108571,36471,1225,maker,read
108572,36493,1225,maker,read
108573,36572,1225,maker,read
108574,36391,1225,maker,read
108575,36573,1225,maker,read
108576,36492,1225,maker,read
108577,36576,1225,maker,read
108578,79306,1225,maker,read
108579,36578,1225,maker,read
108580,94087,1225,maker,read
108581,36390,1225,maker,read
108582,36575,1225,maker,read
108583,36468,1225,,read
108584,36397,1225,,read
108585,36394,1225,,read
108586,36561,1225,,read
108587,36525,1225,,read
108588,101156,1225,,read
108589,36436,1225,,read
108590,36444,1225,,read
108591,101276,1225,,read
108592,36455,1225,,read
108593,36570,1225,,read
108594,36443,1225,,read
108595,36456,1225,,read
108596,79314,1225,,read
108597,101486,1225,,read
108598,36569,1225,,read
108599,101197,1225,,read
108600,36571,1225,,read
108601,36577,1225,maker,read
108602,79696,1225,,read
108603,80061,1225,,read
108604,36580,1225,,read
108605,36549,1270,financial_leader,write
108606,36545,1270,financial_leader,write
108607,69443,1270,financial_leader,write
108608,36548,1270,financial_leader,write
108609,36544,1270,financial_leader,write
108610,69500,1270,financial_leader,write
108611,69386,1270,financial_leader,write
108612,62146,1270,financial_leader,write
108613,36632,1270,financial_leader,write
108614,36631,1270,financial_leader,write
108615,62127,1270,financial_leader,write
108616,68070,1270,financial_leader,write
108617,36634,1270,financial_leader,write
108618,36633,1270,financial_leader,write
108619,36550,1270,financial_leader,write
108620,36659,1270,financial_leader,write
108621,36546,1270,financial_leader,write
108622,36602,1270,financial_leader,write
108623,36624,1270,financial_leader,write
108624,36625,1270,financial_leader,write
108625,36629,1270,financial_leader,write
108626,68317,1270,financial_leader,write
108627,92002,1270,financial_leader,write
108628,36623,501,contact,write
108629,36584,501,contact,write
108630,36541,501,,read
108631,36565,501,,read
108632,36617,1046,entity_leader,write
108633,36626,1046,entity_leader,write
108634,36658,1046,entity_leader,write
108635,36627,1046,entity_leader,write
108636,36628,1046,entity_leader,write
108637,36630,1046,entity_leader,write
108638,36616,1046,entity_leader,write
108639,36552,1336,,read
108640,36458,1336,,read
108641,36459,1336,,read
108642,36462,1336,,read
108643,36555,1336,,read
108644,36553,1336,,read
108645,36554,1336,,read
108646,36562,1336,,read
108647,36523,1336,,read
108648,36656,1336,,read
108649,36536,1336,,read
108650,36532,1336,,read
108651,36519,1336,,read
108652,36531,1336,,read
108653,68390,1336,,read
108654,36537,1336,,read
108655,36378,1336,,read
108656,36377,1336,,read
108657,36563,1336,,read
108658,66218,1336,,read
108659,67334,1336,maker,read
108660,36454,1336,maker,read
108661,36385,1336,maker,read
108662,36535,1336,maker,read
108663,67379,1336,maker,read
108664,36534,1336,maker,read
108665,36375,1336,maker,read
108666,36564,1336,,read
108667,36567,1336,,read
108668,36461,1336,,read
108669,36457,1336,,read
108670,80169,1336,maker,read
108671,36566,1336,,read
108672,36568,1336,maker,read
108673,72346,1336,contact,write
108674,36552,766,financial_leader,write
108675,36458,766,financial_leader,write
108676,36459,766,financial_leader,write
108677,36462,766,financial_leader,write
108678,36555,766,financial_leader,write
108679,36553,766,financial_leader,write
108680,36554,766,financial_leader,write
108681,36562,766,financial_leader,write
108682,36523,766,financial_leader,write
108683,36656,766,financial_leader,write
108684,36536,766,financial_leader,write
108685,36532,766,financial_leader,write
108686,36519,766,financial_leader,write
108687,36531,766,financial_leader,write
108688,68390,766,financial_leader,write
108689,36537,766,financial_leader,write
108690,36378,766,financial_leader,write
108691,36377,766,financial_leader,write
108692,36563,766,financial_leader,write
108693,66218,766,financial_leader,write
108694,67334,766,financial_leader,write
108695,36454,766,financial_leader,write
108696,36385,766,financial_leader,write
108697,36535,766,financial_leader,write
108698,67379,766,financial_leader,write
108699,36534,766,financial_leader,write
108700,36375,766,financial_leader,write
108701,36564,766,financial_leader,write
108702,36567,766,financial_leader,write
108703,36461,766,financial_leader,write
108704,36457,766,financial_leader,write
108705,80169,766,financial_leader,write
108706,36566,766,financial_leader,write
108707,36568,766,financial_leader,write
108708,72346,766,financial_leader,write
108709,91213,1000,financial_leader,write
108710,57656,1000,financial_leader,write
108711,81084,1000,financial_leader,write
108712,36527,1000,financial_leader,write
108713,36530,1000,financial_leader,write
108714,36529,1000,financial_leader,write
108715,91202,1000,financial_leader,write
108716,36518,1000,financial_leader,write
108717,36587,1000,financial_leader,write
108718,81076,1000,financial_leader,write
108719,36520,878,,read
108720,57827,878,,read
108721,36655,878,maker,read
108722,36622,878,maker,read
108723,36619,878,maker,read
108724,84783,878,contact,write
108725,36606,878,contact,write
108726,36511,878,contact,write
108727,36607,878,maker,read
108728,36618,878,maker,read
108729,36640,878,maker,read
108730,36605,878,maker,read
108731,36620,878,maker,read
108732,36507,878,maker,read
108733,36614,878,,read
108734,36396,878,,read
108735,36506,878,,read
108736,58101,878,,read
108737,36474,878,,read
108738,36481,878,,read
108739,94787,878,maker,read
108740,36480,878,,read
108741,36483,878,,read
108742,36608,878,maker,read
108743,36613,878,contact,write
108744,36604,878,maker,read
108745,84890,878,maker,read
108746,84865,878,maker,read
108747,36611,878,maker,read
108748,36610,878,maker,read
108749,36609,878,maker,read
108750,100797,878,,read
108751,80974,878,,read
108752,36512,878,,read
108753,36514,878,,read
108754,36601,878,,read
108755,36521,878,,read
108756,36509,878,,read
108757,36590,945,entity_leader,write
108758,86478,945,entity_leader,write
108759,36595,945,entity_leader,write
108760,37295,945,entity_leader,write
108761,36408,945,entity_leader,write
108762,58678,945,entity_leader,write
108763,36646,945,entity_leader,write
108764,36406,945,entity_leader,write
108765,37230,945,entity_leader,write
108766,36423,945,entity_leader,write
108767,81107,945,entity_leader,write
108768,36591,945,entity_leader,write
108769,36405,945,entity_leader,write
108770,36448,945,entity_leader,write
108771,36447,945,entity_leader,write
108772,36592,945,entity_leader,write
108773,36594,945,entity_leader,write
108774,81101,945,entity_leader,write
108775,37269,945,entity_leader,write
108776,86494,945,entity_leader,write
108777,82600,945,entity_leader,write
108778,36402,945,entity_leader,write
108779,36412,945,entity_leader,write
108780,36419,945,entity_leader,write
108781,36410,945,entity_leader,write
108782,36424,945,entity_leader,write
108783,36401,945,entity_leader,write
108784,36596,945,entity_leader,write
108785,36420,945,entity_leader,write
108786,36407,945,entity_leader,write
108787,57159,945,entity_leader,write
108788,89341,945,entity_leader,write
108789,36429,945,entity_leader,write
108790,36413,945,entity_leader,write
108791,36422,945,entity_leader,write
108792,36415,945,entity_leader,write
108793,36404,945,entity_leader,write
108794,36414,945,entity_leader,write
108795,36411,945,contact,write
108796,36409,945,entity_leader,write
108797,36425,945,entity_leader,write
108798,36417,945,entity_leader,write
108799,89056,945,entity_leader,write
108800,37282,945,entity_leader,write
108801,36449,945,entity_leader,write
108802,36593,945,contact,write
108803,36597,945,entity_leader,write
108804,36427,945,contact,write
108805,36418,945,contact,write
108806,57224,945,contact,write
108807,88971,945,entity_leader,write
108808,36428,945,entity_leader,write
108809,36426,945,entity_leader,write
108810,89259,945,contact,write
108811,36552,334,,read
108812,36458,334,maker,read
108813,36459,334,contact,write
108814,36462,334,maker,read
108815,36555,334,,read
108816,36553,334,,read
108817,36554,334,,read
108818,36562,334,,read
108819,36523,334,,read
108820,36656,334,,read
108821,36536,334,,read
108822,36532,334,,read
108823,36519,334,,read
108824,36531,334,,read
108825,68390,334,,read
108826,36537,334,,read
108827,36378,334,,read
108828,36377,334,,read
108829,36563,334,,read
108830,66218,334,,read
108831,67334,334,,read
108832,36454,334,,read
108833,36385,334,,read
108834,36535,334,,read
108835,67379,334,,read
108836,36534,334,,read
108837,36375,334,,read
108838,36564,334,maker,read
108839,36567,334,maker,read
108840,36461,334,contact,write
108841,36457,334,maker,read
108842,80169,334,,read
108843,36566,334,maker,read
108844,36568,334,,read
108845,72346,334,,read
108846,36574,335,team_leader,write
108847,36471,335,team_leader,write
108848,36493,335,team_leader,write
108849,36572,335,team_leader,write
108850,36391,335,team_leader,write
108851,36573,335,team_leader,write
108852,36492,335,team_leader,write
108853,36576,335,team_leader,write
108854,79306,335,team_leader,write
108855,36578,335,team_leader,write
108856,94087,335,team_leader,write
108857,36390,335,team_leader,write
108858,36575,335,team_leader,write
108859,36468,335,,read
108860,36397,335,,read
108861,36394,335,,read
108862,36561,335,,read
108863,36525,335,,read
108864,101156,335,,read
108865,36436,335,,read
108866,36444,335,,read
108867,101276,335,,read
108868,36455,335,,read
108869,36570,335,,read
108870,36443,335,,read
108871,36456,335,,read
108872,79314,335,,read
108873,101486,335,,read
108874,36569,335,,read
108875,101197,335,,read
108876,36571,335,,read
108877,36577,335,team_leader,write
108878,79696,335,,read
