old_id,title,created_at,updated_at,contact_old_id,in_market_date,start_date,stage_id,type_id,classification_id,is_new_to_the_world,is_frozen,consumer_opportunity_id,moment_of_consumption_id,business_driver_id,portfolio_profile_id,entity_old_id,category,is_multi_brand,is_replacing_existing_product,replacing_product,is_in_prisma,why_invest_in_this_innovation,unique_experience,story,uniqueness,consumer_insight,early_adopter_persona,source_of_business,universal_key_information_1,universal_key_information_2,universal_key_information_3,universal_key_information_4,universal_key_information_5,pot_picture_1,pot_picture_2,pot_legend_1,pot_legend_2,key_learning_so_far,next_steps,growth_model,is_earning_any_money_yet,plan_to_make_money,markets,beautyshot_picture,packshot_picture,additional_pictures,video_url,video_password,ibp_url,mybrands_url,press_url,is_needing_financial_update,is_active,brand_old_id,financial_graph_picture
36408,"BRANCOTT ESTATE FLIGHT",2016-07-01,2018-10-16,371,2012-10-01,2012-01-04,8,3,2,0,0,7,,,1,81,Wine,0,0,,0,"Tapping into the global health and well being trend, with consumer willing to keep control on their alcohol consumption. Brancott Estate Flight gives Pernod Ricard the potential to access new occasions and consumers with a mindful consumption while remaining 100% natural (no removal of alcohol post fermentation).",,"The new Brancott Estate Flight range is a contemporary wine range full of taste and naturally lower in alcohol and calories. Demonstrating the forward thinking spirit of Brancott Estate, our winemakers have crafted this wine using selected grapes harvested earlier in the summer when their sugar levels are lower. The result is a wine that is naturally lower in alcohol (9%), while still full of the flavour you would expect from a Marlborough New Zealand wine.","A naturally lower in alcohol with the full flavour that you would expect from a Marlborough wine. ","“I like the sophistication of wine but I find it too high in alcohol when catching up with my friends over drinks”.",,"Category growth via new consumption occasions, where a lower ABV wine is a preferred alternative to a full ABV wine.",N/A,"Off Trade mainly","100 index vs Brancott Estate Classic","Light Beers brand & No-Low Alc Wines","Marlborough New Zealand",5a1fc5d764bfe_0.jpg,5a1fc5d4214b4_0.jpg,,,,,fast_growth,0,,"[""US"",""AU"",""NZ""]",5a1fc5fa060ac_0.jpg,5a1fc5d0979f0_0.jpg,"[""5a1fc4517fecb_0.jpg"",""5a1fc50ebacd4_0.jpg"",""5a1fc5cdc5df7_0.jpg""]",,,,,,0,1,33453,5a23ead3dc381_0.png
58678,"BRANCOTT ESTATE SAUVIGNON GRIS",2016-11-21,2018-10-16,438,2014-07-01,2014-07-01,8,3,2,0,0,0,,,1,81,,0,0,,0,,,"Sauvignon Gris is a unique varietal and another pioneering first by BE. It has the freshness of Sauvignon Blanc but with a softer and rounder mouth feel, making it the perfect food matching wine.",,,,,,,,,,,,,,,,fast_growth,0,,"[""GB"",""US""]",58cab8b0a23ba_0.jpg,,[],,,,,,0,1,33453,
115874,"BRANCOTT ESTATE SLIMLINE",2018-06-01,2018-10-16,1322,2018-10-14,2018-01-01,2,1,2,0,0,2,4,,1,81,Wine,0,0,,0,"Capitalise on the growing macro trend for convenience packaging to extend the brand to more occasions",,"Contemporary design and convenient package which appeals to millennials and puts Brancott Estate as a forward thinking brand",,"Unsure Socials, always one, trust well-established brands",,"In a span of 10 months category grew from 2 to 12 SKUs, Due to novelty of wine in cans format, category is not yet readily available ",,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33453,
36646,"BRANCOTT ESTATE TERROIR SERIES",2016-07-01,2018-10-16,371,2014-01-01,2013-01-03,8,3,2,0,0,1,,,1,81,Wine,0,0,,0,,,"Premium trade-up taking consumers deeper into the diverse Marlborough region. Highlighting the unique sub-regional differences within Marlborough. Terroir Series is an intriguing combination of location, soil, climate and vigneron's touch that provide a unique personality to the wine. The low-yielding vineyards of the Awatere Valley run right up to the Pacific Ocean and are subjected to challenging growing conditions. This makes wines with a distinctive, savoury mineral character that demonstrate the nuance of the Malborough region.","Brancott Estate Terroir Series showcases sub-regional diversity within Marlborough, enhancing the terroir characteristics of each region and varietal.","Confident Connectors like entertaining and are always looking for a quality wine with an interesting story that they can bring and introduce to their friends. ",,"1/ Key competitors with premium, sub-regional ranges. 2/ Trade up from core.",N/A,,"Sauvignon Blanc 130 index / Pinot Noir 160 index",,,,,,,,,fast_growth,0,,"[""GB"",""AU"",""NZ""]",5a20b24b76346_0.png,5a20b18dcd75d_0.jpg,[],,,,,,0,1,33453,5a20d578d565a_0.png
36406,"BURIED HOPE",2016-07-01,2018-10-16,322,2013-10-01,2012-01-06,7,3,2,0,0,0,,,1,81,,0,0,,0,,,"Buried Hope is a contemporary wine that tells a story of promise. The wine has been created using vines grown on challenging soils, a process used to deliver rich and intense wines. This is Pernod Ricard Winemakers’ first world brand, coming from different parts of the world and delivering rich and intense wines. ",,,,,,,,,,,,,,,,fast_growth,0,,[],29376b36717d3b0877e52f9bd5d906d4fe8a3c84_0.jpg,,"[""f3c53c808684373774fd4af9c5f69b79ef81101e_0.jpg"",""b974d2cc0af47a5a7625298439835d2f83e237df_0.jpg""]",,,,,,0,1,33473,5a1bf409d43ce_0.png
37230,BUTLER,2016-08-12,2018-10-16,371,1970-01-01,2016-08-11,7,3,2,0,0,2,,,1,81,Wine,0,0,,0,,,"Butler is a format solution that keeps the wine fresh for 30 days, one glass at a time. It could work across all our strategic wine brands or be specifically branded, for example on Jacob's Creek",,,,,,,,,,,,,,,,fast_growth,0,,[],5a20ded99fe8a_0.png,,[],,,,,,0,1,33503,5a1bf4109efb8_0.png
71453,"CAFAYATE RUTAS",2017-05-19,2018-10-16,325,2017-10-10,2017-05-19,2,3,2,0,0,8,,,1,82,,0,0,,0,,,,"Premiumization of wine consumption. ",,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33503,5a1bf415a80b2_0.png
36446,"CAFE DE PARIS ROUGE SENSATION MIMOSA & BELLINI",2016-07-01,2018-10-16,338,2015-11-01,2013-12-12,4,3,2,0,0,5,6,4,1,80,RTD/RTS,0,0,,0,"Rouge Sensation is a breakthrough innovation in both concept and formula to answer women needs. A very feminine bottle design and an easy to drink natural formula: a blend of fresh juice with the texture feeling of the pulp and the Café de Paris sparkling wine. ",,"In a very fragmented on trade channel, we identified a need for a breakthrough innovation together with the Japanese market company. Café de Paris Rouge Sensation is a rich and sophisticated ready to drink cocktail appealing to all your senses: the subtle union between fresh fruit juice with the delicate and fine bubbles of Café de Paris Sparkling Wine for a rich accessible low ABV 6,7% drinking experience. ","Café de Paris Rouge Sensation is a whole unique concept in both packaging with its vibrant bottle design and taste with fresh juice. ","Café de Paris Rouge Sensation answers a need of a sophisticated, natural, low ABV and easy to drink experience.   ",,,RTD,"Traditionnal On Trade",,"Funwari Kyogetsu, Pompad'Or, Chandon","With fresh juice of fruits",,,,,,,slow_build,0,,"[""JP""]",5a1c2dcad795d_0.jpg,5a1c2e780a266_0.jpg,[],,,,,,0,1,33474,
36513,"CAFE DE PARIS RUBIS",2016-07-01,2018-10-16,338,2017-03-01,2014-10-30,3,3,2,0,0,3,4,4,1,80,Wine,0,0,,0,,,"Café de Paris is losing consumers from 35yo who are looking for a more complex taste profile.

Café de Paris Rubis is a new disruptive sparkling wine to maintain 35yo women and +  on the brand and to recruit new ones. 
With its refined red wine formula, Café de Paris Rubis embodies the elegance and the status of drinking a red wine while being accessible in taste. A sweet sparkling wine that combines red wine and a hint of fruit flavour in an elegant and vibrant red bottle design. 
Café de Paris exists in two flavours for an impactful range effect: Orange Cinnamon and Sweet Berries. 
Rubis will be tested in one retailer in Japan in B17","The objective of this innovation is to trade up actual CdP consumers and recruit new ones. CdP Rubis is a premium feminine offer: a flavoured red wine based cocktail Made In France : all the status of drinking red wine while being accessible in taste","I want to drink a refined, unique sparkling wine while being accessible in taste ",,"CdP Rubis will open a new segment: red flavored sparkling wine. The source of business will come from still wines and sparkling wines. ",,,,,,,,,,,,slow_build,0,,[],5922f29ade9f1_0.jpg,,[],,,,,,1,1,33474,5a1bf41fc3879_0.png
36423,"CAMPO VIEJO BARREL SELECTION",2016-07-01,2018-10-16,420,2016-01-01,2015-01-04,7,3,2,0,0,0,,,1,81,,0,0,,0,,,"Strengthen relevance in super premium and Campo Viejo winemaking expertise",,,,,,,,,,,,,,,,fast_growth,0,,[],41f3f490295ee9e9d6bb53f54ccc1de32995114d_0.jpg,,[],,,,,,0,1,33454,5a1e715dc49af.png
36403,"CAMPO VIEJO GARNACHA",2016-07-01,2018-10-16,420,2013-01-01,2012-10-01,8,3,2,1,0,8,,,1,145,Wine,0,0,,0,,,"The wine is 100% Garnacha grapes, also known as Grenache in France, aged for four months in oak barrels.  It presents an abundantly creamy, juicy, and soft berry fruited nose.
Softer, easier to drink, and an alternative to Rioja Expression.",,,,,,,,,,,,,,,,fast_growth,0,,"[""GB""]",cca6200f9801896f3d4e6510d915e7a88ce580f7_0.jpg,,[],,,,,,0,1,33454,5b153159bba47_0.png
82574,"CAMPO VIEJO ROSÉ",2017-11-27,2018-10-16,420,1970-01-01,2018-02-01,2,3,2,0,0,8,,,1,145,Wine,0,0,,0,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33454,
36421,"CAMPO VIEJO TEMPRANILLO VIURA",2016-07-01,2018-10-16,420,2016-01-01,2015-01-03,5,3,2,0,0,8,,,5,145,Wine,0,0,,0,"Tackle business opportunity to recruit new drinkers and increase Campo Viejo’s  consumer base; build new consumption occasions; and improve brand visibility",,"Introduce a Rioja Blend to drive growth of Spanish white wine segment category launching Campo Viejo Tempranillo","Pioneering Tempranillo Blanco to leverage the expressive carácter of Rioja's tradition White variety","New consumption ocassion for light and fresh moments",,"Be 5% of Total Spanish White: 185,000 by 2018","light and refreshing wine","Bond & Connect, Catch Up","Parity to Campo Viejo Tempranillo Red","Torres Viña Sol, Castro Regio, Viñedos de España","Nano Winery, innovation in small scale",,,,,"Engage with key influencers, build PR with Trade and continue visibility in the L3F","Consider posible expantion to new markets depending on volumen availability ",fast_growth,0,,"[""GB""]",d409d954087433d8c3d0da7f0c3a155083c5131b_0.jpg,5a1c5ad7b7ab3_0.png,[],,,,,,0,1,33454,5b152f15665d7_0.png
58784,"CAMPO VIEJO VENDIMIA SELECCIONADA - CRIANZA",2016-11-22,2018-10-16,350,2015-05-03,2014-08-17,5,3,2,0,0,8,,,5,145,Wine,0,0,,0,"Campo Viejo Vendimia Seleccionada is a perfect example of how to innovate in the premium range. A very clear and understandable concept (Selected Harvest) for everyone (internal sales team, trade and even consumer)",,"After more than 50 years of existence Campo Viejo has lived lots of circumstances in its market of origin, Spain. In order to continue reinforcing its wine credentials and premiumizing it, we launched Campo Viejo Vendimia Seleccionada. This NPD is: 

Well accepted amongst current drinkers
Effective in communicating premiumness
Fits well with existing range

Key actions: Launch VS in the Off-Trade & asses potential of an ‘upgraded’ concept for the On-Trade",,,,,"Linked to Spanish Premium Tapas","On Trade (50%) Off Trade (50%)","120 vs CV Crianza","Torres, Coto, Añares",,,,,,"Campo Viejo is still a powerful brand in the Spanish market and thanks to this new SKU we are able to maintain our level our premiumness","Improve footprint / increase distribution",fast_growth,0,,"[""ES""]",5a1d66769db1b_0.jpg,5a8afb6975ed0.png,"[""5a1d645ea8b0a_0.jpg"",""5a1d661ae3d97_0.jpg"",""5a1d6658855f1_0.jpg""]",,,,,,0,1,33454,5b152f735ebd5_0.png
36416,"CAMPO VIEJO WINEMAKER'S ART",2016-07-01,2018-10-16,420,2015-01-01,2013-01-11,4,3,2,0,0,8,,,1,145,Wine,0,0,,0,,,"The Campo Viejo Winemaker's Art embodies freedom of expression from our vineyards in Rioja Alta. 
Thanks to an 18 months maturation in oak barrels selected by Campo Viejo chief winemaker, it preserves maximum fruit character, while lending subtle notes of spice and contributing to the development of smooth, silky tannins. The result is a contemporary style of Rioja that reflects the unique terroir of the region’s northerly vineyards, as well as the winemaker’s expertise in working with Tempranillo.",,,,,,,,,,,,,,,,fast_growth,0,,[],3f49023c5f15ba399fe488a3f565f6c464bfc735_0.jpg,5a8b00a440d53_0.png,"[""d109be4fda29aef494cafcf9b27ea56a57fe7949_0.jpg""]",,,,,,1,1,33454,5b15310ef2eb6.png
121053,"CHIC CHOC",2018-07-26,2018-10-16,1398,2014-09-30,2014-07-26,5,3,2,0,0,1,4,2,1,73,Rum,0,0,,1,"With the success, the brand has in Quebec, Canada as the #3 spiced rum brand in 750 ml over Sailor Jerry, it has the potential to steal consumers from Kraken and Captain Morgan like a mass brand and become a major Spiced Rum brand in the world thanks to its unique proposition!",,"Launched in 2014 Chic Choc Spiced Rum has been the success story so far of the 1st ever Canadian spiced rum crafted with a unique blend of indigenous spices that come from the Chic Choc mountains on the Gaspé peninsula in Quebec, after which it is named & a mix of 3 to 8 Yo Caribbean rum. Sales in 2014 reached 1 600 cs and have now been growing at+ 15% in the last 13 months with sales close to 11 000 cs.","1st ever Quebec crafted Spiced Rum that awakens the daring adventurer inside you + the logo is a red Bear!","Offers a unique product with strong Boreal spice flavors, a beautiful amber colour and a bottle with a strong visual identity (Red bear) ",,"With the success, the brand has in Quebec, as the #3 spiced rum brand in 750 ml over Sailor Jerry, it has the potential to steal consumers from Kraken and Captain Morgan like a mass brand. ","Chic Choc Libre ( Rum & Cola)","Retail & On Trade","113 vs competitor","Always Pirates , Sea or Sailors involved",NA,5b7efc937b79b_0.png,5b7eff1a39885_0.jpg,,,"Following our participation to events inToronto with our Chic Choc cocktail truck, customer feedback was that hey really loved our product never heard about it. We really need to enhance our visibility in Ontario.","New Packaging (Bottle) with a high visual impact on shelf",slow_build,0,,[],5b86ddf247d6d_0.png,5b87afc2ee0bd_0.png,[],http://ungavaco.com/en/produits/chic-choc-spiced-rhum-2/,,,,,0,1,121236,5bbdb20651764_0.png
36430,"CHIVAS BROTHERS BLEND",2016-07-01,2018-10-16,1311,2012-09-01,2009-04-01,8,3,2,0,0,8,,,1,72,"Scotch Whisky",0,0,,0,,,"The Chivas Brothers Blend is a 12 year old Travel Retail Exclusive product that was launched globally in 2009. It brings to life the story of the Chivas Brothers who built the name and their blending expertise to a fore and created what we know as Chivas Regal today: this blend is a homage to the past, a tribute to their blending skills. It uses higher proportions of Longmorn and Strathisla Malt Whiskies in order to create a smooth toaste profile, an ultra smooth blend perfect for sharing. 

","Whisky lovers will appreciate an ultra smooth taste thanks to a higher proportion of Strathisla and Longmorn Single Malts. It 's a tribute to the founders, the 2 brothers John & James Chivas.","""I want to get access to something special with a limited availability"" & ""I need to be reinsured by the brands I love by rediscovering ancient stories reviving its heritage"" ",,"Global Business Duty Free",,,,,,,,,,,,fast_growth,0,,"[""DF1"",""DF2"",""DF3"",""DF4""]",c9b3be5eb5abb1b0f1551c231e2c372065a81ac2_0.jpg,5a0304da31115_0.png,"[""5aec9a0f728e1f526e438cf7057a3af22d5e3723_0.jpg"",""5a1582a1a3972_0.png""]",,,https://mybrands.pernod-ricard.com/chivas-regal/articles/tcbb-brand-guidelines?product=452,https://mybrands.pernod-ricard.com/chivas-regal/chivas-brothers-blend,,0,1,33455,5b19005967dc7_0.png
36488,"CHIVAS REGAL 18 BLUE SIGNATURE",2016-07-01,2018-10-16,433,2015-01-10,2014-11-03,5,3,2,0,0,8,6,2,4,72,"Scotch Whisky",0,0,,1,,,"Chivas 18 Blue Signature is a unique blend inspired by the original Chivas 18. It has been designed as an exclusive gift for the Vietnamese market, a pioneering and founding nation in the story and success of Chivas Regal 18. It uses some of the best quality whiskies aged for at least 18 years, and has a higher proportion of whiskies matured in first-fill and second-fill casks to exalt further the flavour notes of the original Chivas 18. It results into a commanding blend, with an even more complex flavour palate and a rewarding depth. The perfect serve to celebrate today's success and the ones to come.
","New exclusive addition for Vietnam for successful business men to trade up to in moments of celebration. Enhanced CR 18 liquid proposition and pack built to offer greater stand out.","I want to treat my friends , relatives , and business partners with something exceptional in moments of celebration, success, or social bonding",,"1 - Exclusively reserved for the Vietnamese domestic market to address the GMA issue. 2 - Trade-up current Chivas Regal 18 Year Old drinkers to this new special blend at index 130 to CR18 as part of a range trade-up journey to Chivas Regal 25 YO",,"high end bars, night clubs and restaurant","130 vs Chivas 18",,,,,,,,,fast_growth,0,,"[""VN""]",9c2b93a2e5a96871fd0e6c558a033f1ca6b985f5_0.jpg,5b50c8c24d6c5_0.jpg,"[""aa02e38dc4c3bb3003534f3afa78a99350e14ed7_0.jpg""]",,,,,,0,1,33455,5b190146b3e77_0.png
36441,"CHIVAS REGAL 18 ULTIMATE CASK COLLECTION",2016-07-01,2018-10-16,287,2015-10-01,2015-10-01,5,3,2,0,0,8,3,1,4,72,"Scotch Whisky",0,0,,0,,,"The Chivas Regal Ultimate Cask Collection is a Travel Retail exclusive series that reinterprets the brand’s celebrated Chivas 18 expression. 
Each limited edition will be 100% finished in varying types of casks to magnify a selection of the 85 flavor notes of the original Chivas 18:
Year 1 - American Oak Finish - 
Year 2 - French Oak Finish - April 17 
Year 3 - Japanese Oak Finish - Oct 18

For the first limited edition release, First Fill American Oak Finish, Chivas 18 was gently rested for a period of time in first fill American oak casks, giving the expression more indulgent vanilla and caramel notes with a deep golden hue. Preserving all the essence of its rich taste, Chivas 18 Ultimate Cask Collection First Fill American Oak Finish has been non-chill filtered ","Meets the increasing demand from travelers looking for unique products they can’t find anywhere else and exclusive products they can offer as gifts to friends and relative - collectible series not seen on CR18 previously. ","I want an premium and exclusive whisky that i can gift to friends , family. ",,"To compete against other ultra premium Whiskies in GTR that are launching ""premiumised"" limited edition versions of existing products",,,,,,,,,,,,fast_growth,0,,"[""DF1"",""DF2"",""DF3"",""DF4""]",76aba4418fda3bb2d1d41ddfe2ea1b7b274a0da6_0.jpg,5a030640574f1_0.png,"[""70430fb10a422ae087201ce6c344bc6dd4056c8f_0.jpg""]",,,https://mybrands.pernod-ricard.com/chivas-regal/articles/cr18-ultimate-cask-collection-3-japanese-oak-finish?product=455,https://mybrands.pernod-ricard.com/chivas-regal/chivas-regal-18-ultimate-cask-collection,,0,1,33455,5b19052d9967b_0.png
36487,"CHIVAS REGAL EXTRA",2016-07-01,2018-10-16,900,2014-09-01,2013-09-01,5,3,2,0,0,8,4,1,2,72,"Scotch Whisky",0,0,,1,"Strong opportunity to trade up from Chivas 12 base at a price point that has proven globally successful (Johnnie Walker Double Black has grown +12% in 2014, delivering 839K cases) (IWSR 2014). No signs of cannibalisation of Chivas 12 or Chivas 18.",,"Chivas Regal Extra is the first new global addition to the Chivas Regal family in almost 10 years.
It promises an exceptionally rich and generous Scotch whisky experience - the secret to its taste lies in blending whiskies selectively matured in first fill sherry casks.
Originally from Spain, these casks were once used to mature the finest Oloroso sherry and they are very special and rare, as they represent a small part of our inventory.
The wood in these casks imparts the whiskies a deeper amber colour along with rich and sweet tasting notes.
The result is an outstanding expression of our master blender’s craft.","Chivas Regal Extra attracts with its selective maturation in sherry casks and a selection of our rarest malts. It is an extraordinary rich & intense blend allowing consumers to trade up from CR12YO","""I feel a blend may not be perceived as a sophisticated and discerning choice, I want to explore blends with a more connoisor approach""",,"Potential malts drinkers e.g. whisky drinkers who are attracted by a more discerning choice made of product stories and simple nuggets of knowledge.","Signature X","Western World - grocery / Asia - medium energy bar","130 vs Chivas Regal","Johnnie Walker Double Black","matured in sherry casks",5a156097542d6_0.jpg,5a15610949ac9_0.jpg,"New pack ","Scotch with Extra Passion","The RTB resonates well with consumers with a good level of whisky education where they understand the importance of cask maturation","A new pack to add stand out and better highlight the RTB available in March 18",fast_growth,0,,"[""FR"",""ES"",""DE"",""IT"",""BE"",""CH"",""FI"",""GR"",""PT"",""DK"",""RU"",""PL"",""UA"",""CZ"",""RO"",""BR"",""CA"",""MX"",""AR"",""CL"",""PE"",""UY"",""CN"",""IN"",""DF4"",""TH"",""MY"",""ID"",""PH"",""LA"",""ZA"",""TR"",""IL"",""GB"",""AU"",""DF1"",""DF2"",""DF3"",""DF4"",""EE"",""NZ"",""LV"",""LT"",""EE""]",5a85a69a91810_0.png,5b23d2d5368d6_0.png,"[""5a0c18fea185a_0.png"",""5a27f37d26920_0.jpg""]",,,https://mybrands.pernod-ricard.com/chivas-regal/activations/final-chivas-regal-extra-restage-brand-guidelines?product=453,https://mybrands.pernod-ricard.com/chivas-regal/chivas-regal-extra,,0,1,33455,5b18fec07b3c0_0.png
36603,"CHIVAS REGAL MIZUNARA",2016-07-01,2018-10-16,1035,2013-10-01,2013-01-01,5,3,2,0,0,3,3,2,5,72,"Scotch Whisky",0,0,,1,"We know from our research that there is a growing segment of consumers who are willing to try new things and experiment- the active explorers- with taste and experience being the most important factor for them when purchasing rather than age. Chivas Regal Mizunara presents us with the opportunity to recruit these new consumers with a unique proposition that brings together perfectly innovation and heritage. ",,"Inspired by Japan, Chivas Regal Mizunara is a unique signature blend, crafted by Master Blender Colin Scott, from a hand selection of malt and grain whiskies and in honour of the Japanese art of whisky making. Mizunara, a rare and unique oak from Japan, has been used to marry some of this exclusive blend. The result is a Scottish tribute to Japanese Discernment. 
","Chivas Regal Mizunara was the world’s first Scotch whisky to be selectively finished in sought-after Japanese Mizunara oak casks. ","There are certain times & occasions when I just want to enjoy the taste of something different...",,"The predominant source of business will be coming from  Japanese whisky brands (Yamazaki, Nikka, Hibiki). However, Chivas Regal Mizunara will also compete against new boutique craft malts such as Jura.","Served with ice and quality soda water.","Leading on and off trade accounts","180 vs Chivas 12","Yamazaki, Nikka, Hibiki","Smooth with a subtle hint of spiciness.",5a030283d8322_0.png,5a03026062313_0.png,,,"Chivas Regal Mizunara has been very positively received by markets and the consumer since it launched globally. ","We are in the process of creating a larger suite of assets for markets to use to support the activation of Chivas Regal Mizunara.",slow_build,0,,"[""JP"",""RU"",""HU"",""PH"",""PL"",""MY"",""FR"",""FI"",""NL"",""CH"",""CN"",""SK"",""SA"",""DE"",""US"",""TW"",""TR"",""TH"",""AE"",""AU"",""ID"",""DF4""]",5a0302a2bbd05_0.png,5a157dd1ceee3_0.png,"[""592586e5618cd_0.jpg"",""5a03025a7184b_0.png""]",,,https://mybrands.pernod-ricard.com/chivas-regal/activations/chivas-regal-mizunara-overview-toolkit?product=11773,https://mybrands.pernod-ricard.com/chivas-regal/chivas-regal-mizunara,,0,1,33455,5b18ff2915b12_0.png
36486,"CHIVAS REGAL THE ICON",2016-07-01,2018-10-16,1035,2015-05-01,2014-05-01,5,3,2,0,0,3,3,2,4,72,"Scotch Whisky",0,0,,1,"Chivas Regal The Icon acts as a halo for the rest of the Chivas Regal Portfolio, elevating the brand and supporting us with our objective of building brand fame.",,"Chivas Regal The Icon is a blend of some of Scotland’s oldest and rarest whiskies, with a proportion of the blend composed of whiskies from distilleries that are no longer operating. The whiskies in Chivas Regal The Icon have been carefully selected from the Chivas Regal inventory for their exceptional richness and character. Chivas Regal The Icon is a blend of exceptional depth and complexity that is Chivas Regal at it's very most, it reinforces the luxury credentials of the brand. ","Chivas Regal The Icon is a blend of our oldest and rarest whiskies some from distilleries now lost forever.","To close the gap in the Ultra-prestige segment, targeting HNWI's, and halo the rest of the range. ",,"Chivas Regal The Icon acts as a halo for the rest of the Chivas Regal Portfolio, elevating the brand and supporting us with our objective of building brand fame.","Served neat (water and ice to preference)","Leading and Iconic","+5% The John Walker","The John Walker","Over 20 whiskies, some from lost distilleries. ",,,,,"Chivas Regal The Icon requires assets which can be activated cost effectively by markets.","We are currently evaluating what is next for Chivas Regal The Icon and how we can greater support markets in activating. ",slow_build,0,,"[""JP"",""RU"",""GR"",""GB"",""HU"",""PL"",""ZA"",""AO"",""MA"",""FR"",""NL"",""NG"",""CH"",""CN"",""CZ"",""SI"",""DE"",""TW"",""TR"",""TH"",""VN"",""AU"",""IN"",""HK"",""DF1"",""DF2"",""DF3"",""DF4""]",d9d65434a0e0d6f8102ddf3583001b4539acd2ee_0.jpg,5a0305c330a4e_0.png,"[""b4422338cb5ffbccf50825065ce02793f234c936_0.jpg""]",,,https://mybrands.pernod-ricard.com/activations/chivas-regal-icon?product=458,https://mybrands.pernod-ricard.com/chivas-regal/chivas-regal-icon,,0,1,33455,5b1901e971c87_0.png
36490,"CHIVAS REGAL ULTIS",2016-07-01,2018-10-16,1035,2016-10-01,2016-09-01,5,3,2,0,0,3,5,2,4,72,"Scotch Whisky",0,0,,1,"There is a clear volume and trade up opportunity at the Johnnie Walker Blue price point. Chivas Regal Ultis is the aspirational prestige trade-up,going head-to-head against JW Blue.",,"Chivas Regal Ultis is an uncompromising and visionary expression of Chivas’ inimitable style. 
Capturing the true essence of Chivas Regal, Chivas Regal Ultis uses only five of Chivas Regal’s most precious, signature single malts from Speyside, Scotland, and represents the style and diversity of this prestigious world-renowned whisky region. Since 1909, only five men have ever mastered the iconic Chivas Regal House style. In honour of their  strength of vision, commitment and mastery ,we have created Chivas Regal Ultis, our first blended malt Scotch whisky.
","Chivas Regal Ultis is the first blended malt Scotch whisky from the House of Chivas Regal. Distilled exclusively in copper pot stills, these precious single malts result in a commanding whisky, with a complex taste, rich golden hue and powerful aroma","There are certain times & occasions when I need to have the very ‘best’, especially when I need to make a big impression on others. However I don’t know much about whisky & how it’s made, so I base my brand choice on reputation for category leading e",,"Chivas Regal Ultis competes head to head against Johnnie Walker Blue label (selling 230k 9L cases IWSR 2015). However, its source of volume will also be coming from other prestige spirits such as Cognac or Champagne in ""party to impress"" occasion","Served neat (water and ice to preference)","Leading and Iconic mid/high energy bars&night club","5.5 x Chivas 12/ Parity to Johnnie Walker Blue","Johnnie Walker Blue","A blend of 5 single malts",5a283071cd438_0.jpg,5a2830a006174_0.jpg,"Neat serve","A blend of 5 single malts","Whilst the celebration occasion is still a key focus for CR Ultis, we have identified that there is a substantial gifting opportunity- particularly in GTR. ","FY18 assets centered around visibility in high energy on-trade environments and reinforcing product’s footprint in the gifting occasion. FY19 - aim is to grow the brand by exploring relevant partnership opportunities.",fast_growth,0,,"[""EG"",""IL"",""JO"",""LB"",""MA"",""SA"",""ZA"",""SY"",""TR"",""AE"",""UZ"",""AR"",""CA"",""DO"",""MX"",""PE"",""US"",""UY"",""AU"",""AZ"",""CN"",""HK"",""IN"",""JP"",""KZ"",""KR"",""NZ"",""RU"",""TH"",""VN"",""HR"",""CZ"",""DE"",""GR"",""HU"",""LV"",""NL"",""PL"",""PT"",""RO"",""SK"",""CH"",""GB"",""FR"",""DF1""]",5a37c389f362d_0.png,5a157f1aa1dbe_0.png,"[""59258221b43f3_0.jpg"",""5a1bf814eb751_0.png"",""5a1bf891c757b_0.png"",""5a37c34f17249_0.png"",""5a37c392045bf_0.png""]",https://www.youtube.com/watch?v=wTPu-_GWKkc&t=14s,,https://mybrands.pernod-ricard.com/chivas-regal/activations/chivas-drink-strategy-bible?product=456,https://mybrands.pernod-ricard.com/activations/chivas-regal-ultis-activation?product=456,,0,1,33455,5b18ff90521bf_0.png
